Date,Open,High,Low,Close,Volume,OpenInterest
2022-04-21,165.5,168.06,162.56,163.06,87227800,0
2022-04-22,163.09,164.48,158.24,158.52,84882400,0
2022-04-25,157.86,159.87,155.26,159.59,96046400,0
2022-04-26,158.97,159.06,153.55,153.63,95623200,0
2022-04-27,152.76,156.56,152.24,153.4,88063200,0
2022-04-28,156.03,161.19,155.72,160.33,130216800,0
2022-04-29,158.57,162.84,154.07,154.46,131747600,0
2022-05-02,153.54,155.03,150.17,154.77,123055300,0
2022-05-03,154.95,157.46,153.16,156.26,88966500,0
2022-05-04,156.44,163.11,156.04,162.66,108256500,0
2022-05-05,160.54,160.76,151.82,153.6,130525300,0
2022-05-06,153.08,156.45,151.29,154.33,116124600,0
2022-05-09,152.02,152.9,148.65,149.2,131577900,0
2022-05-10,152.6,153.8,150.06,151.61,115366700,0
2022-05-11,150.62,152.53,143.07,143.75,142689800,0
2022-05-12,140.09,143.45,136.19,139.88,182602000,0
2022-05-13,141.88,145.32,140.42,144.35,113990900,0
2022-05-16,142.82,144.75,141.47,142.81,86643800,0
2022-05-17,146.07,146.96,143.93,146.44,78336300,0
2022-05-18,144.09,144.59,137.27,138.18,109742900,0
2022-05-19,137.25,139.0,134.04,134.77,136095600,0
2022-05-20,136.48,138.06,130.12,135.01,137426100,0
2022-05-23,135.2,140.57,135.07,140.42,117726300,0
2022-05-24,138.17,139.3,134.75,137.72,104132700,0
2022-05-25,135.83,139.13,135.74,137.88,92482700,0
2022-05-26,134.81,141.63,134.57,141.08,90601500,0
2022-05-27,142.66,146.87,142.53,146.83,90978500,0
2022-05-31,146.27,147.83,144.08,146.05,103718400,0
2022-06-01,147.09,148.89,144.91,145.92,74286600,0
2022-06-02,145.05,148.43,144.1,148.37,72348100,0
2022-06-03,144.14,145.19,141.75,142.65,88570300,0
2022-06-06,144.27,145.78,142.18,143.4,71598400,0
2022-06-07,141.64,146.2,141.39,145.92,67808200,0
2022-06-08,145.79,147.06,144.69,145.18,53950200,0
2022-06-09,144.32,145.17,139.85,139.96,69473000,0
2022-06-10,137.65,138.12,134.49,134.56,91437900,0
2022-06-13,130.38,132.66,128.97,129.4,122207100,0
2022-06-14,130.63,131.38,129.01,130.27,84784300,0
2022-06-15,131.77,134.76,129.68,132.89,91533000,0
2022-06-16,129.6,129.9,126.62,127.62,108123900,0
2022-06-17,127.63,130.58,127.37,129.09,134520300,0
2022-06-21,130.91,134.49,130.82,133.32,81000500,0
2022-06-22,132.26,135.17,131.4,132.81,73409200,0
2022-06-23,134.25,135.99,133.08,135.67,72433800,0
2022-06-24,137.27,139.25,137.15,139.0,89116800,0
2022-06-27,140.02,140.8,138.32,139.0,70207900,0
2022-06-28,139.46,140.73,134.74,134.86,67083400,0
2022-06-29,134.88,138.03,134.1,136.62,66242400,0
2022-06-30,134.67,135.77,131.26,134.15,98964500,0
2022-07-01,133.49,136.43,133.11,136.32,71051600,0
2022-07-05,135.18,138.95,134.36,138.9,73353800,0
2022-07-06,138.7,141.41,138.43,140.24,74064300,0
2022-07-07,140.6,143.8,140.59,143.6,66253700,0
2022-07-08,142.53,144.78,142.28,144.28,64547800,0
2022-07-11,142.93,143.89,141.08,142.15,63141600,0
2022-07-12,143.02,145.66,142.33,143.12,77588800,0
2022-07-13,140.31,143.7,139.45,142.76,71185600,0
2022-07-14,141.37,146.15,140.56,145.68,78140700,0
2022-07-15,146.97,148.03,145.42,147.35,76259900,0
2022-07-18,147.91,148.72,143.95,144.31,81420900,0
2022-07-19,145.14,148.39,144.15,148.16,82982400,0
2022-07-20,148.28,150.83,147.55,150.17,64823400,0
2022-07-21,151.6,152.65,149.09,152.43,65086600,0
2022-07-22,152.47,153.35,150.53,151.2,66675400,0
2022-07-25,151.12,152.13,149.42,150.08,53623900,0
2022-07-26,149.4,150.22,147.97,148.75,55138700,0
2022-07-27,149.72,154.38,149.3,153.85,78620700,0
2022-07-28,154.03,154.68,151.51,154.4,81378700,0
2022-07-29,158.21,160.56,156.51,159.46,101786900,0
2022-08-01,157.99,160.52,157.87,158.48,67829400,0
2022-08-02,157.09,159.36,156.63,157.01,59907000,0
2022-08-03,157.82,163.46,157.73,163.01,82507500,0
2022-08-04,162.89,164.05,161.34,162.7,55474100,0
2022-08-05,160.37,162.96,160.16,162.47,56697000,0
2022-08-08,163.47,164.89,161.34,162.0,60276900,0
2022-08-09,161.16,162.93,160.41,162.05,63135500,0
2022-08-10,164.76,166.39,163.99,166.29,70170500,0
2022-08-11,167.1,168.01,165.26,165.56,57149200,0
2022-08-12,166.86,169.17,166.45,169.1,68039400,0
2022-08-15,168.53,170.37,168.37,170.17,54091700,0
2022-08-16,169.77,170.69,168.67,170.02,56377100,0
2022-08-17,169.76,173.08,169.57,171.51,79542000,0
2022-08-18,170.72,171.85,170.11,171.12,62290100,0
2022-08-19,170.02,170.71,168.33,168.53,70346300,0
2022-08-22,166.74,166.9,164.23,164.65,69026800,0
2022-08-23,164.17,165.77,163.75,164.32,54147100,0
2022-08-24,164.41,165.18,163.36,164.61,53841500,0
2022-08-25,165.84,167.18,165.42,167.07,51218200,0
2022-08-26,167.6,168.07,160.71,160.77,78961000,0
2022-08-29,158.34,160.06,157.04,158.57,73314000,0
2022-08-30,159.31,159.73,154.97,156.14,77906200,0
2022-08-31,157.52,157.78,154.4,154.48,87991100,0
2022-09-01,153.91,155.66,151.98,155.21,74229900,0
2022-09-02,156.97,157.57,152.27,153.1,76957800,0
2022-09-06,153.75,154.35,151.01,151.84,73714800,0
2022-09-07,152.12,153.94,150.94,153.24,87449600,0
2022-09-08,151.95,153.64,150.02,151.77,84923800,0
2022-09-09,152.76,155.07,152.06,154.63,68028800,0
2022-09-12,156.81,161.4,156.53,160.58,104956000,0
2022-09-13,157.12,157.74,150.7,151.16,122656600,0
2022-09-14,152.09,154.36,150.94,152.61,87965400,0
2022-09-15,151.96,152.54,148.74,149.72,90481100,0
2022-09-16,148.58,148.71,145.79,148.08,162278800,0
2022-09-19,146.71,151.87,146.5,151.79,81474200,0
2022-09-20,150.73,155.33,150.41,154.17,107689800,0
2022-09-21,154.6,155.98,150.93,151.04,101696800,0
2022-09-22,149.73,151.78,148.28,150.08,86652500,0
2022-09-23,148.56,148.83,145.97,147.81,96029900,0
2022-09-26,147.05,151.09,147.03,148.14,93339400,0
2022-09-27,150.08,152.03,147.34,149.12,84442700,0
2022-09-28,145.07,148.02,142.32,147.23,146691400,0
2022-09-29,143.56,144.17,138.23,140.0,128138200,0
2022-09-30,138.82,140.61,135.6,135.79,124925300,0
2022-10-03,135.8,140.58,135.29,139.97,114311700,0
2022-10-04,142.5,143.67,141.75,143.56,87830100,0
2022-10-05,141.56,144.81,140.52,143.85,79471000,0
2022-10-06,143.27,144.97,142.69,142.9,68402200,0
